userId,recommended_movies
317.0,"[1729, 2176, 2268, 4034, 149, 259, 456, 482, 507, 707]"
318.0,"[117529, 48774, 2000, 4085, 91500, 2001, 2002, 33672, 5628, 8361]"
319.0,"[68954, 4306, 8360, 108540, 134853, 2761, 42015, 45672, 71999, 148775]"
320.0,"[1527, 122904, 8961, 40339, 52287, 85261, 157865, 26183, 63859, 87222]"
321.0,"[31367, 6503, 8968, 26184, 80219, 1429, 2835, 4270, 6564, 27032]"
322.0,"[587, 145, 1912, 20, 4956, 117646, 55116, 42015, 496, 5666]"
323.0,"[4956, 42015, 55116, 71999, 72142, 26236, 117646, 59947, 70728, 4800]"
324.0,"[272, 500, 322, 45672, 1409, 2065, 2797, 3108, 3358, 4157]"
325.0,"[608, 778, 1799, 319, 1432, 1912, 57669, 5628, 6003, 45]"
326.0,"[78, 349, 996, 1218, 1573, 1589, 2540, 2881, 3256, 3265]"
327.0,"[608, 106782, 296, 1912, 3893, 144606, 166, 478, 778, 1271]"
328.0,"[134853, 2720, 62999, 51939, 4232, 87222, 79139, 673, 40339, 117646]"
329.0,"[272, 72, 75, 82, 96, 106, 156, 171, 178, 194]"
330.0,"[2000, 2001, 1396, 4085, 45672, 2002, 117646, 4956, 55116, 42015]"
331.0,"[49530, 2000, 91500, 2403, 2002, 117529, 41569, 48774, 8361, 89087]"
332.0,"[6016, 2985, 292, 20, 48774, 49530, 7007, 2403, 72378, 5064]"
333.0,"[304, 500, 235, 1173, 72, 75, 82, 96, 106, 156]"
334.0,"[6539, 54259, 1197, 134853, 380, 7720, 2406, 53125, 33679, 546]"
335.0,"[1918, 2000, 420, 59947, 70728, 20, 145, 1432, 5027, 5628]"
336.0,"[909, 281, 1247, 72142, 1912, 3893, 144606, 4719, 4, 11]"
337.0,"[20, 1432, 5027, 5628, 7007, 59947, 70728, 4956, 55116, 315]"
338.0,"[293, 78, 349, 996, 1218, 1573, 1589, 2540, 2881, 3256]"
339.0,"[91500, 57669, 117529, 58025, 8361, 2403, 7007, 91535, 75813, 89087]"
340.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 798, 2344, 2403]"
341.0,"[2683, 1517, 8961, 138036, 5796, 153, 7048, 80219, 2471, 2748]"
342.0,"[608, 296, 3893, 45, 319, 5416, 6193, 41716, 91128, 105835]"
343.0,"[293, 1573, 20, 145, 1432, 5027, 5628, 7007, 608, 1034]"
344.0,"[780, 6365, 58025, 8644, 849, 5349, 48774, 480, 91500, 55116]"
345.0,"[1244, 58, 1639, 1175, 27420, 53161, 4, 52, 94, 195]"
346.0,"[296, 1729, 608, 45, 111, 2176, 2268, 2912, 3551, 1912]"
347.0,"[4956, 55116, 6564, 117646, 42015, 27032, 31367, 1429, 2835, 4270]"
348.0,"[293, 996, 20, 145, 1432, 5027, 5628, 7007, 78, 349]"
349.0,"[315, 786, 4956, 2802, 3584, 4438, 8093, 4800, 459, 1047]"
350.0,"[1429, 1197, 380, 6564, 27032, 4956, 31367, 164226, 1527, 3827]"
351.0,"[116897, 44555, 496, 5666, 1912, 3893, 144606, 45, 319, 1094]"
352.0,"[48774, 60684, 6016, 292, 4643, 8972, 55116, 8361, 27618, 58025]"
353.0,"[296, 20, 1432, 5027, 5628, 7007, 4956, 4719, 59947, 70728]"
354.0,"[48774, 6016, 4270, 5064, 145, 6503, 7700, 4956, 55116, 117646]"
355.0,"[380, 1527, 1197, 1907, 42015, 4956, 26236, 71999, 61071, 45672]"
356.0,"[235, 1120, 500, 562, 1042, 72, 1060, 345, 4956, 42015]"
357.0,"[587, 909, 1639, 852, 2145, 1883, 1912, 916, 1247, 2125]"
358.0,"[912, 381, 17, 25, 28, 46, 49, 74, 83, 85]"
359.0,"[91500, 81562, 4643, 4956, 8361, 27618, 48774, 55116, 58025, 117529]"
360.0,"[1805, 628, 1422, 2688, 2058, 1799, 27674, 2413, 4409, 4610]"
361.0,"[6548, 2273, 6503, 2000, 7325, 4085, 861, 4084, 8984, 5678]"
362.0,"[41997, 8798, 349, 4901, 3275, 78, 996, 1218, 1573, 1589]"
363.0,"[5657, 6990, 20, 145, 1432, 5027, 5628, 6503, 7007, 8968]"
364.0,"[95, 1544, 27032, 164226, 480, 849, 1127, 1129, 1374, 1429]"
365.0,"[1527, 2683, 370, 1517, 34520, 59615, 176101, 1431, 2170, 138036]"
366.0,"[73321, 293, 6016, 49530, 31221, 798, 2344, 2403, 2524, 4142]"
367.0,"[539, 898, 1235, 838, 2243, 1639, 542, 4, 11, 52]"
368.0,"[3256, 2959, 349, 293, 1573, 3761, 49530, 3265, 6016, 78]"
369.0,"[1527, 1396, 2000, 2001, 2002, 6503, 1432, 55116, 20, 145]"
370.0,"[608, 145, 861, 2001, 1912, 2000, 20, 1432, 5027, 5628]"
371.0,"[1374, 2916, 1356, 5349, 48774, 480, 3638, 41569, 1127, 4133]"
372.0,"[2959, 3265, 349, 49530, 78, 1573, 4956, 20, 145, 1432]"
373.0,"[587, 4956, 117646, 4719, 55116, 59947, 70728, 20, 145, 1432]"
374.0,"[6016, 8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 459]"
375.0,"[108540, 459, 4956, 1907, 4719, 71999, 4800, 42015, 4756, 25946]"
376.0,"[6333, 3703, 48774, 1127, 34048, 5349, 849, 6934, 8361, 3032]"
377.0,"[329, 1527, 1396, 8361, 4643, 1682, 48774, 96655, 36363, 60904]"
378.0,"[2959, 6016, 293, 2002, 41569, 5657, 6990, 31221, 117646, 2429]"
379.0,"[8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 4956, 798]"
380.0,"[8644, 6934, 52722, 3703, 48774, 1374, 68791, 91500, 1129, 122882]"
381.0,"[1197, 8961, 108932, 63859, 45672, 134853, 62956, 546, 4683, 152081]"
382.0,"[91500, 122904, 48774, 59615, 69278, 1527, 117646, 55116, 164226, 4956]"
383.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
384.0,"[296, 58, 145, 7007, 1912, 3893, 144606, 496, 608, 1034]"
385.0,"[2000, 2002, 46578, 1884, 4956, 55116, 42015, 117646, 5657, 6990]"
386.0,"[420, 20, 145, 1432, 5027, 5628, 7007, 59947, 70728, 55116]"
387.0,"[296, 608, 45, 587, 42015, 5666, 1912, 1799, 145, 6003]"
388.0,"[4886, 4306, 136016, 166461, 3114, 1, 8974, 135887, 160569, 2294]"
389.0,"[95, 1429, 4956, 55116, 117646, 71999, 380, 4800, 6564, 8361]"
390.0,"[412, 261, 26, 337, 300, 233, 14, 31, 40, 43]"
391.0,"[608, 1912, 3893, 45, 144606, 4956, 496, 5666, 20, 145]"
392.0,"[552, 2406, 153, 3893, 4956, 42015, 31367, 970, 380, 5657]"
393.0,"[6934, 6365, 780, 122882, 91500, 48774, 34048, 1356, 8361, 1374]"
394.0,"[349, 459, 4956, 31367, 20, 145, 1432, 4800, 5027, 5628]"
395.0,"[2005, 3440, 79139, 117646, 26340, 51939, 108932, 7262, 4719, 546]"
396.0,"[78499, 1, 4306, 108540, 134853, 1907, 2090, 2123, 72226, 138702]"
397.0,"[296, 2973, 2000, 2289, 778, 6724, 2002, 166, 478, 1271]"
398.0,"[134853, 3108, 79357, 2065, 57504, 2797, 1907, 48082, 587, 45672]"
399.0,"[48774, 91500, 1527, 122904, 546, 62956, 161594, 164226, 188301, 71999]"
400.0,"[6016, 8798, 519, 2985, 198, 8361, 27618, 48774, 58025, 91500]"
401.0,"[3114, 1, 6377, 27619, 2355, 87876, 136016, 26340, 51939, 108932]"
402.0,"[4956, 20, 1432, 5027, 5628, 7007, 59947, 70728, 459, 55116]"
403.0,"[2959, 349, 20, 145, 1432, 5027, 5628, 7007, 6016, 78]"
404.0,"[11, 372, 4, 351, 4956, 496, 5666, 2802, 3584, 4438]"
405.0,"[2985, 3265, 37733, 1218, 7445, 2058, 1573, 198, 519, 5388]"
406.0,"[1784, 838, 11, 539, 1457, 224, 195, 281, 1247, 4]"
407.0,"[48774, 187031, 76175, 2429, 41569, 161594, 71999, 38294, 55259, 86332]"
408.0,"[6539, 2683, 53125, 87529, 3740, 153, 59103, 6156, 4270, 76743]"
409.0,"[272, 1120, 235, 1060, 194, 1173, 324, 308, 1184, 567]"
410.0,"[1244, 909, 898, 232, 1883, 1784, 1639, 916, 2248, 52]"
411.0,"[296, 539, 58, 45, 587, 232, 4956, 496, 5666, 59947]"
412.0,"[1247, 1784, 539, 852, 1885, 11, 224, 1895, 58, 361]"
413.0,"[293, 8798, 20, 145, 1432, 5027, 5628, 7007, 78, 349]"
414.0,"[296, 57669, 608, 2001, 1432, 1912, 5049, 8370, 70728, 3266]"
415.0,"[57669, 608, 2002, 4956, 20, 145, 1432, 5027, 5628, 7007]"
416.0,"[1247, 1784, 2396, 4, 11, 52, 58, 94, 195, 224]"
417.0,"[3298, 111, 149, 259, 456, 482, 507, 707, 1344, 1351]"
418.0,"[608, 20, 7007, 1912, 55116, 3893, 144606, 31921, 4956, 970]"
419.0,"[2959, 293, 349, 41997, 8798, 3275, 47044, 2881, 37733, 4901]"
420.0,"[6373, 46976, 2890, 45672, 2797, 1884, 33672, 42015, 4956, 26236]"
421.0,"[175, 307, 14, 26, 31, 40, 43, 55, 57, 62]"
422.0,"[296, 608, 778, 20, 145, 1432, 5027, 5628, 7007, 1034]"
423.0,"[349, 292, 36529, 20, 145, 519, 1432, 2985, 5027, 5628]"
424.0,"[628, 57669, 67255, 1799, 27674, 1034, 3266, 4242, 6003, 6705]"
425.0,"[48774, 49530, 1396, 41569, 5064, 4800, 7700, 4956, 55116, 117646]"
426.0,"[224, 134853, 108540, 1907, 45672, 138702, 61071, 109383, 42015, 4]"
427.0,"[2959, 3275, 2002, 4901, 996, 6196, 20, 145, 1432, 5027]"
428.0,"[8361, 292, 48774, 3032, 1432, 145, 519, 7700, 4956, 55116]"
429.0,"[539, 372, 4956, 496, 5666, 1912, 3893, 144606, 72142, 4]"
430.0,"[292, 4142, 56921, 85414, 8361, 4643, 6264, 1726, 6902, 27618]"
431.0,"[380, 4011, 21, 3893, 6503, 31367, 5553, 911, 1912, 6564]"
432.0,"[349, 2959, 48774, 292, 58025, 91500, 3275, 1589, 91535, 1573]"
433.0,"[2959, 55721, 293, 349, 78, 996, 1218, 1573, 1589, 2540]"
434.0,"[2985, 8361, 49530, 2001, 2403, 145, 91500, 58025, 4085, 2000]"
435.0,"[293, 20, 145, 1432, 5027, 5628, 7007, 78, 349, 996]"
436.0,"[2846, 3674, 4683, 5076, 6557, 1014, 1812, 2392, 5103, 6753]"
437.0,"[282, 337, 62, 233, 271, 193, 412, 448, 154, 261]"
438.0,"[4270, 6503, 91500, 145, 33672, 117529, 80219, 1432, 6564, 71156]"
439.0,"[1587, 38294, 55259, 76175, 86332, 123553, 156607, 1262, 3406, 3654]"
440.0,"[1253, 7254, 3994, 292, 1876, 3032, 5046, 5944, 6264, 56921]"
441.0,"[3827, 6539, 53125, 3997, 164226, 188301, 27032, 117646, 485, 1527]"
442.0,"[1307, 180, 1441, 1541, 3, 7, 39, 64, 68, 118]"
443.0,"[6016, 293, 1573, 3275, 20, 7007, 2000, 55116, 5657, 6990]"
444.0,"[293, 349, 20, 145, 1432, 5027, 5628, 7007, 78, 996]"
445.0,"[6016, 2959, 4901, 349, 117646, 20, 145, 1432, 5027, 5628]"
446.0,"[380, 296, 4956, 55116, 20, 145, 1432, 5027, 5628, 7007]"
447.0,"[786, 315, 4956, 59947, 70728, 55116, 20, 145, 1432, 5027]"
448.0,"[2000, 2002, 145, 33672, 1884, 71156, 45, 5049, 5628, 55269]"
449.0,"[296, 608, 20, 7007, 55116, 1034, 3266, 4242, 6003, 6705]"
450.0,"[292, 55116, 4956, 59947, 70728, 20, 145, 1432, 5027, 5628]"
451.0,"[145, 380, 4956, 55116, 117646, 20, 1432, 5027, 5628, 7007]"
452.0,"[480, 6333, 8361, 6365, 48774, 6934, 5349, 849, 34048, 1591]"
453.0,"[296, 2001, 4085, 1912, 6003, 319, 41716, 1432, 8370, 3893]"
454.0,"[54372, 2467, 22, 628, 1406, 1422, 1620, 1805, 1834, 2023]"
455.0,"[296, 587, 145, 4956, 55116, 496, 5666, 59947, 70728, 45]"
456.0,"[145, 4956, 459, 42015, 55116, 4800, 31367, 117646, 4719, 380]"
457.0,"[2683, 552, 1527, 1376, 33679, 3175, 1517, 380, 33004, 4571]"
458.0,"[315, 4956, 4800, 55116, 117646, 459, 42015, 798, 2344, 2403]"
459.0,"[4643, 58025, 3000, 95167, 91500, 48774, 161594, 3745, 8361, 27618]"
460.0,"[6016, 91500, 117646, 55116, 71999, 4956, 8361, 27618, 58025, 117529]"
461.0,"[11, 6023, 27716, 33903, 72919, 129354, 970, 1912, 3893, 144606]"
462.0,"[296, 235, 272, 345, 562, 500, 20, 1034, 3266, 4242]"
463.0,"[26236, 2890, 42015, 82765, 4818, 4956, 72142, 27692, 5657, 6990]"
464.0,"[48774, 6016, 3275, 349, 2881, 8361, 2985, 1573, 459, 519]"
465.0,"[2959, 293, 3265, 1218, 1589, 78, 996, 2540, 2881, 3275]"
466.0,"[6365, 480, 5064, 89087, 58025, 1374, 48774, 6333, 6016, 8361]"
467.0,"[1242, 1263, 1299, 1696, 2075, 73, 214, 336, 632, 760]"
468.0,"[4956, 117646, 71999, 2429, 27036, 41569, 42015, 55116, 4800, 459]"
469.0,"[2890, 1396, 48774, 7235, 4956, 8361, 4719, 319, 438, 42015]"
470.0,"[380, 587, 4956, 55116, 117646, 459, 4800, 4719, 20, 145]"
471.0,"[2002, 4956, 55116, 59947, 70728, 26236, 117646, 20, 145, 1432]"
472.0,"[608, 2002, 20, 145, 1432, 5027, 5628, 5657, 6990, 7007]"
473.0,"[116897, 500, 587, 496, 4409, 5666, 45, 319, 5416, 6193]"
474.0,"[2396, 2248, 539, 1235, 3481, 11, 1277, 1883, 916, 898]"
475.0,"[260, 1210, 208, 110102, 316, 102445, 34405, 2628, 106487, 3702]"
476.0,"[372, 224, 4956, 496, 5666, 1912, 3893, 144606, 4719, 42015]"
477.0,"[48774, 1527, 91500, 117529, 3827, 546, 134853, 40339, 62956, 6645]"
478.0,"[1, 78499, 4016, 7247, 134853, 1848, 2846, 3674, 4683, 5076]"
479.0,"[2396, 1247, 1784, 1235, 1175, 898, 11, 1885, 539, 4]"
480.0,"[58, 1912, 2000, 2002, 33672, 145, 5666, 11, 5049, 3893]"
481.0,"[1597, 1264, 1783, 2803, 6885, 6953, 7044, 26761, 71033, 427]"
482.0,"[380, 33679, 48774, 58025, 2405, 59615, 552, 6503, 91500, 145]"
483.0,"[4085, 380, 2000, 33672, 5049, 1432, 6564, 8370, 71156, 7007]"
484.0,"[1784, 1639, 539, 1912, 2125, 916, 2145, 852, 1883, 838]"
485.0,"[786, 55116, 4956, 49530, 798, 2344, 2403, 2524, 4142, 5064]"
486.0,"[434, 494, 733, 10, 170, 5880, 6709, 7802, 37853, 53972]"
487.0,"[380, 62956, 4956, 71999, 117646, 42015, 55116, 6902, 8361, 27618]"
488.0,"[134853, 1907, 45672, 108540, 61071, 1409, 2065, 2797, 3108, 3358]"
489.0,"[587, 1912, 58, 838, 3893, 224, 145, 4719, 5628, 11]"
490.0,"[1247, 1639, 2145, 4956, 496, 5666, 1912, 3893, 144606, 4719]"
491.0,"[1784, 916, 351, 1247, 539, 4, 11, 52, 58, 94]"
492.0,"[145, 55116, 4956, 2835, 4270, 27032, 117646, 59947, 70728, 6503]"
493.0,"[2959, 3256, 78, 293, 996, 1573, 1589, 2540, 2881, 3265]"
494.0,"[1726, 4643, 6645, 72308, 171765, 173145, 86, 1287, 1801, 2013]"
495.0,"[6016, 48774, 2000, 71156, 2985, 2002, 117529, 519, 55116, 4956]"
496.0,"[134853, 76175, 27036, 42015, 4756, 25946, 27708, 43917, 45672, 1907]"
497.0,"[6016, 49530, 459, 4956, 42015, 4800, 5657, 6990, 55116, 71999]"
498.0,"[55116, 4956, 1429, 2835, 4270, 117646, 6503, 6564, 8968, 26184]"
499.0,"[2455, 2160, 3499, 51709, 51545, 5764, 6250, 56003, 164367, 45]"
500.0,"[348, 223, 104, 234, 125, 65, 108540, 1907, 42015, 5]"
501.0,"[608, 145, 296, 20, 1432, 5027, 5628, 7007, 5657, 6990]"
502.0,"[296, 608, 1682, 51545, 51709, 7235, 56003, 59947, 70728, 20]"
503.0,"[500, 45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150]"
504.0,"[1784, 2248, 11, 224, 2125, 58, 542, 916, 1277, 539]"
505.0,"[5254, 70, 4128, 2617, 799, 2167, 1321, 51545, 7235, 2164]"
506.0,"[916, 1247, 898, 909, 2125, 2145, 351, 1639, 1784, 4]"
507.0,"[587, 4956, 8481, 4800, 7215, 459, 1094, 1674, 3257, 4699]"
508.0,"[3752, 4545, 2011, 1376, 2407, 3175, 674, 2450, 3070, 4571]"
509.0,"[1, 4016, 2005, 1197, 106696, 1907, 4306, 3114, 4886, 2294]"
510.0,"[778, 970, 1912, 3893, 144606, 6023, 27716, 33903, 72919, 129354]"
511.0,"[85414, 91500, 8972, 117529, 91535, 8361, 27618, 48774, 58025, 187031]"
512.0,"[4956, 55116, 117646, 71999, 42015, 4818, 459, 8361, 27618, 48774]"
513.0,"[380, 20, 7007, 55116, 4956, 117646, 42015, 26236, 71999, 4800]"
514.0,"[2000, 145, 7007, 4719, 1396, 42015, 55116, 4956, 117646, 59947]"
515.0,"[79132, 2959, 6016, 292, 91500, 49530, 519, 2985, 8361, 27618]"
516.0,"[296, 778, 2000, 5049, 166, 478, 1271, 1910, 2289, 2587]"
517.0,"[4306, 5103, 2797, 46976, 134853, 6753, 1907, 56152, 6373, 108540]"
518.0,"[46578, 1223, 588, 364, 1907, 5657, 6990, 2846, 3674, 4683]"
519.0,"[539, 1784, 129354, 6023, 27716, 33903, 72919, 4, 11, 52]"
520.0,"[1580, 3827, 94777, 674, 103341, 59615, 1391, 122904, 27032, 164226]"
521.0,"[608, 145, 1912, 3893, 144606, 20, 1432, 5027, 5628, 7007]"
522.0,"[48774, 2403, 2985, 4085, 2002, 55116, 20, 145, 1432, 5027]"
523.0,"[68954, 7153, 180031, 134853, 3000, 5069, 139130, 161594, 2138, 2800]"
524.0,"[434, 380, 55116, 4956, 117646, 8361, 27618, 48774, 58025, 91500]"
525.0,"[4306, 2405, 552, 2406, 6564, 128908, 57951, 546, 42004, 1884]"
526.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
527.0,"[4643, 546, 6645, 8361, 2846, 42015, 27618, 117646, 148775, 71999]"
528.0,"[2959, 293, 1573, 78, 349, 996, 1218, 1589, 2540, 2881]"
529.0,"[780, 1356, 849, 1429, 494, 1544, 434, 164226, 71999, 380]"
530.0,"[296, 45, 496, 5666, 59947, 70728, 4956, 1912, 3893, 144606]"
531.0,"[1196, 8361, 1726, 4643, 6645, 72308, 171765, 173145, 704, 761]"
532.0,"[293, 49530, 6016, 78, 349, 996, 1218, 1573, 1589, 2540]"
533.0,"[7360, 56174, 2710, 6395, 54771, 74685, 51709, 5764, 6250, 164367]"
534.0,"[2683, 1527, 4270, 108932, 3740, 34520, 176101, 3997, 3827, 62956]"
535.0,"[223, 234, 471, 19, 65, 5, 18, 69, 88, 102]"
536.0,"[454, 230, 782, 61, 79, 100, 217, 229, 280, 291]"
537.0,"[293, 2959, 2000, 4085, 8798, 20, 145, 1432, 5027, 5628]"
538.0,"[134853, 4306, 914, 8738, 106696, 8360, 1907, 56152, 2797, 7247]"
539.0,"[3114, 4886, 6377, 1, 134853, 4016, 78499, 166461, 38038, 49274]"
540.0,"[4085, 117646, 20, 1432, 5027, 5628, 7007, 55116, 5657, 6503]"
541.0,"[380, 296, 4956, 55116, 59947, 70728, 4719, 20, 145, 1432]"
542.0,"[296, 608, 145, 8968, 1396, 4956, 117646, 55116, 4719, 6902]"
543.0,"[1197, 543, 145, 31367, 4719, 4956, 1912, 3893, 6564, 144606]"
544.0,"[849, 1544, 480, 1429, 8361, 27618, 48774, 55116, 58025, 91500]"
545.0,"[292, 2571, 172, 1882, 60684, 67197, 85414, 3032, 4434, 5046]"
546.0,"[2288, 1037, 2617, 51545, 46965, 48678, 7235, 27683, 6395, 51709]"
547.0,"[1674, 3893, 1094, 496, 5666, 3257, 4699, 6927, 6973, 7032]"
548.0,"[7090, 55116, 1726, 4643, 4818, 6645, 72308, 171765, 173145, 86]"
549.0,"[31221, 138632, 42, 384, 390, 493, 694, 875, 2194, 2281]"
550.0,"[260, 6333, 5349, 52722, 77561, 91500, 48774, 8361, 27618, 58025]"
551.0,"[77561, 480, 780, 6934, 117529, 58025, 1127, 6333, 4638, 91535]"
552.0,"[500, 1060, 205, 1042, 42015, 476, 4956, 55116, 496, 5666]"
553.0,"[296, 111, 4776, 57669, 4034, 145, 1034, 3266, 4242, 6003]"
554.0,"[916, 909, 1175, 1639, 898, 1235, 58, 1244, 1784, 852]"
555.0,"[1682, 4719, 5049, 42015, 2001, 4956, 55116, 59947, 70728, 117646]"
556.0,"[5816, 45722, 86880, 106072, 653, 2193, 44, 393, 1275, 1587]"
557.0,"[3578, 4818, 2890, 82765, 5657, 6990, 55116, 86, 1287, 1801]"
558.0,"[587, 1912, 55269, 4956, 496, 5666, 3893, 144606, 61071, 45]"
559.0,"[380, 20, 4956, 55116, 42015, 117646, 4818, 5657, 6990, 6564]"
560.0,"[2000, 2002, 7007, 4085, 8370, 85401, 145, 2001, 1432, 5049]"
561.0,"[48774, 4270, 117529, 6016, 91542, 1396, 5064, 4719, 6503, 80219]"
562.0,"[296, 587, 7007, 20, 145, 55116, 7235, 4956, 51545, 1432]"
563.0,"[2145, 909, 898, 539, 1784, 1639, 838, 351, 2396, 4]"
564.0,"[216, 344, 19, 5, 65, 267, 333, 413, 489, 135]"
565.0,"[587, 1912, 3893, 144606, 4956, 496, 5666, 4719, 20, 145]"
566.0,"[224, 372, 4956, 4719, 1912, 3893, 42015, 144606, 496, 5666]"
567.0,"[41569, 3000, 2403, 91500, 4643, 58025, 2761, 5064, 68959, 8361]"
568.0,"[225, 45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150]"
569.0,"[4956, 31367, 6564, 1429, 2835, 4270, 6503, 8968, 26184, 27032]"
570.0,"[8361, 48774, 41569, 6016, 6645, 3032, 4800, 7700, 27618, 58025]"
571.0,"[1994, 1333, 1342, 2560, 1388, 4148, 2903, 4124, 311, 407]"
572.0,"[898, 11, 1244, 1784, 539, 1235, 58, 224, 838, 2245]"
573.0,"[480, 91500, 4270, 2916, 2403, 117529, 80219, 8644, 4638, 91535]"
574.0,"[315, 4800, 459, 4956, 798, 2344, 2403, 2524, 2802, 3584]"
575.0,"[539, 496, 5666, 4, 11, 45, 52, 58, 94, 195]"
576.0,"[380, 1527, 2617, 3104, 2468, 1918, 3710, 27032, 1429, 2835]"
577.0,"[2403, 1287, 2019, 7090, 2524, 6721, 798, 2013, 3578, 86]"
578.0,"[838, 2396, 4, 11, 52, 58, 94, 195, 224, 232]"
579.0,"[20, 7007, 55116, 4956, 1907, 117646, 4719, 108540, 42015, 4818]"
580.0,"[292, 48774, 6016, 5064, 91535, 79132, 145, 6264, 52328, 5944]"
581.0,"[7153, 134130, 59387, 4643, 180031, 54001, 71999, 147372, 2297, 3699]"
582.0,"[122882, 6934, 34048, 6365, 6333, 3703, 1210, 117529, 58025, 4638]"
583.0,"[440, 3, 7, 64, 68, 118, 122, 129, 180, 186]"
584.0,"[380, 4956, 55116, 117646, 71999, 4800, 8361, 27618, 48774, 58025]"
585.0,"[111, 1729, 4450, 2268, 4034, 149, 259, 456, 482, 507]"
586.0,"[8961, 122904, 1527, 108932, 58025, 117529, 48774, 3827, 164226, 546]"
587.0,"[11, 1784, 1247, 1244, 1235, 2245, 224, 58, 898, 1639]"
588.0,"[293, 349, 78, 996, 1218, 1573, 1589, 2540, 2881, 2959]"
589.0,"[111, 1912, 3893, 144606, 608, 1034, 3266, 4242, 6003, 6705]"
590.0,"[2001, 1396, 145, 33672, 6016, 4085, 2890, 71156, 7007, 4719]"
591.0,"[892, 1883, 11, 1457, 42015, 4956, 4818, 61071, 72142, 26236]"
592.0,"[4956, 55116, 31367, 117646, 6564, 6503, 8968, 26184, 80219, 4719]"
593.0,"[1784, 1247, 1639, 58, 1883, 42015, 970, 61071, 4956, 26236]"
594.0,"[552, 236, 4299, 33679, 4956, 42015, 72142, 6564, 26236, 55116]"
595.0,"[296, 608, 345, 235, 205, 171, 371, 500, 194, 31921]"
596.0,"[480, 1127, 780, 117529, 91500, 2403, 59615, 41569, 3827, 4643]"
597.0,"[11, 45, 1912, 319, 2001, 4719, 4085, 42015, 4956, 59947]"
598.0,"[91104, 1197, 459, 71999, 27036, 4800, 4956, 31367, 736, 2297]"
599.0,"[2985, 608, 48774, 6016, 117529, 2001, 5049, 145, 33672, 57669]"
600.0,"[46976, 587, 58, 1409, 838, 916, 78703, 1236, 4392, 4956]"
601.0,"[48774, 91500, 117646, 55116, 4956, 68959, 5069, 139130, 459, 2429]"
602.0,"[349, 145, 20, 1432, 5027, 5628, 7007, 4956, 459, 6016]"
603.0,"[909, 11, 3893, 1175, 3210, 1784, 1883, 1639, 232, 1542]"
604.0,"[349, 145, 7235, 4210, 51545, 20, 1432, 5027, 5628, 7007]"
605.0,"[1, 4306, 1136, 2005, 134853, 56152, 27706, 2294, 79139, 108932]"
606.0,"[1784, 3210, 2396, 2171, 1639, 539, 1244, 2245, 892, 1883]"
607.0,"[6016, 2985, 48774, 5064, 292, 145, 7007, 8361, 91500, 5944]"
608.0,"[48774, 2001, 4085, 80219, 117529, 91500, 145, 8370, 51709, 1396]"
609.0,"[349, 6016, 55116, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
610.0,"[2959, 3275, 48774, 117529, 293, 91500, 6016, 1589, 1573, 145]"
