userId,recommended_movies
316.0,"[20, 145, 1432, 5027, 5628, 7007, 7235, 117646, 55116, 59947]"
317.0,"[149, 259, 456, 482, 507, 707, 1344, 1351, 1598, 1647]"
318.0,"[55116, 4956, 117646, 5657, 6990, 20, 145, 1432, 5027, 5628]"
319.0,"[108540, 134853, 2761, 42015, 45672, 71999, 148775, 161594, 3699, 61071]"
320.0,"[40339, 52287, 85261, 157865, 8961, 26183, 63859, 87222, 111146, 130518]"
321.0,"[31367, 6503, 8968, 26184, 80219, 1429, 2835, 4270, 6564, 27032]"
322.0,"[4956, 117646, 55116, 42015, 496, 5666, 61071, 587, 45672, 26236]"
323.0,"[4956, 42015, 55116, 71999, 72142, 26236, 117646, 59947, 70728, 4800]"
324.0,"[45672, 1409, 2065, 2797, 3108, 3358, 4157, 4392, 6373, 7067]"
325.0,"[608, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813, 4956]"
326.0,"[78, 349, 996, 1218, 1573, 1589, 2540, 2881, 3256, 3265]"
327.0,"[1912, 3893, 144606, 166, 478, 778, 1271, 1910, 2289, 2587]"
328.0,"[117646, 134853, 26340, 51939, 108932, 148775, 546, 55116, 4818, 40339]"
329.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
330.0,"[117646, 4956, 55116, 42015, 4818, 59947, 70728, 5657, 6990, 20]"
331.0,"[55116, 117646, 4956, 20, 145, 1432, 5027, 5628, 7007, 5657]"
332.0,"[55116, 8361, 27618, 48774, 58025, 117529, 187031, 6016, 4956, 117646]"
333.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
334.0,"[4956, 117646, 42015, 1197, 53140, 45672, 71999, 164226, 62956, 380]"
335.0,"[59947, 70728, 20, 145, 1432, 5027, 5628, 7007, 55116, 4956]"
336.0,"[72142, 1912, 3893, 144606, 4719, 4, 11, 52, 58, 94]"
337.0,"[20, 1432, 5027, 5628, 7007, 59947, 70728, 4956, 55116, 315]"
338.0,"[78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881, 3256]"
339.0,"[55116, 4956, 117646, 20, 145, 1432, 5027, 5628, 7007, 59947]"
340.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 798, 2344, 2403]"
341.0,"[1517, 2471, 2683, 2748, 2879, 2880, 5493, 5720, 5796, 6156]"
342.0,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 296]"
343.0,"[20, 145, 1432, 5027, 5628, 7007, 608, 1034, 3266, 4242]"
344.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 55116, 4956, 27032]"
345.0,"[27420, 53161, 4, 52, 58, 94, 195, 224, 232, 281]"
346.0,"[1799, 27674, 296, 608, 1034, 3266, 4242, 6003, 6705, 57669]"
347.0,"[4956, 55116, 6564, 117646, 42015, 27032, 31367, 1429, 2835, 4270]"
348.0,"[20, 145, 1432, 5027, 5628, 7007, 78, 293, 349, 996]"
349.0,"[4956, 2802, 3584, 4438, 8093, 4800, 459, 315, 786, 1047]"
350.0,"[380, 6564, 27032, 4956, 31367, 164226, 1527, 3827, 4121, 5523]"
351.0,"[496, 5666, 1912, 3893, 144606, 45, 319, 1094, 1674, 3257]"
352.0,"[8361, 27618, 48774, 58025, 187031, 71999, 55116, 4956, 6902, 292]"
353.0,"[20, 1432, 5027, 5628, 7007, 4956, 4719, 59947, 70728, 7235]"
354.0,"[4956, 55116, 117646, 59947, 70728, 20, 145, 1432, 5027, 5628]"
355.0,"[42015, 4956, 26236, 71999, 61071, 45672, 552, 2405, 2406, 3699]"
356.0,"[4956, 42015, 72, 75, 82, 96, 106, 156, 171, 178]"
357.0,"[4956, 45672, 970, 61071, 42015, 587, 1912, 3893, 144606, 496]"
358.0,"[17, 25, 28, 46, 49, 74, 83, 85, 105, 140]"
359.0,"[4956, 8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 71999]"
360.0,"[1799, 27674, 2413, 4409, 4610, 4898, 5021, 5938, 38061, 628]"
361.0,"[20, 1432, 5027, 5628, 7007, 5657, 6990, 55116, 6503, 26184]"
362.0,"[78, 349, 996, 1218, 1573, 1589, 2540, 2881, 3256, 3265]"
363.0,"[5657, 6990, 20, 145, 1432, 5027, 5628, 6503, 7007, 8968]"
364.0,"[27032, 164226, 480, 849, 1127, 1129, 1374, 1429, 1544, 1591]"
365.0,"[1517, 2471, 2683, 2748, 2879, 2880, 5493, 5720, 5796, 6156]"
366.0,"[6016, 49530, 31221, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
367.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
368.0,"[6016, 49530, 78, 293, 349, 996, 1218, 1573, 2540, 2881]"
369.0,"[1396, 55116, 20, 145, 1432, 5027, 5628, 7007, 59947, 70728]"
370.0,"[20, 145, 1432, 5027, 5628, 7007, 4956, 4719, 55116, 59947]"
371.0,"[71999, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 164226, 480]"
372.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 459, 4719, 55116]"
373.0,"[4956, 117646, 4719, 55116, 59947, 70728, 20, 145, 1432, 5027]"
374.0,"[6016, 8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 459]"
375.0,"[108540, 459, 4956, 1907, 4719, 71999, 4800, 42015, 4756, 25946]"
376.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 71999, 849, 1127]"
377.0,"[1682, 36363, 60904, 89898, 96655, 150596, 1396, 1726, 4643, 6645]"
378.0,"[6016, 5657, 6990, 31221, 117646, 2429, 41569, 49530, 4998, 38294]"
379.0,"[8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 4956, 798]"
380.0,"[164226, 27032, 117646, 55116, 8361, 27618, 48774, 58025, 91500, 187031]"
381.0,"[117646, 4956, 55116, 42015, 134853, 148775, 4818, 108540, 26340, 51939]"
382.0,"[117646, 55116, 164226, 4956, 27032, 1429, 2835, 4270, 71999, 8361]"
383.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
384.0,"[1912, 3893, 144606, 296, 496, 608, 1034, 3266, 4242, 5666]"
385.0,"[4956, 55116, 42015, 117646, 5657, 6990, 4818, 26236, 970, 20]"
386.0,"[20, 145, 1432, 5027, 5628, 7007, 59947, 70728, 55116, 420]"
387.0,"[20, 145, 1432, 5027, 5628, 7007, 55116, 296, 608, 1034]"
388.0,"[1, 2294, 3114, 3754, 4016, 4886, 45074, 47124, 65577, 78499]"
389.0,"[4956, 55116, 117646, 71999, 380, 4800, 6564, 8361, 27032, 27618]"
390.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
391.0,"[1912, 3893, 144606, 4956, 496, 5666, 20, 145, 1432, 5027]"
392.0,"[4956, 42015, 31367, 970, 380, 5657, 6564, 6990, 55116, 26236]"
393.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 480, 780, 849]"
394.0,"[459, 4956, 31367, 20, 145, 1432, 4800, 5027, 5628, 6016]"
395.0,"[2005, 3440, 79139, 117646, 26340, 51939, 108932, 7262, 4719, 546]"
396.0,"[108540, 134853, 1907, 2090, 2123, 72226, 138702, 91414, 2987, 4306]"
397.0,"[166, 478, 778, 1271, 1910, 2289, 2587, 2973, 3130, 4410]"
398.0,"[45672, 148775, 108540, 57504, 1907, 6902, 134853, 61071, 1409, 2065]"
399.0,"[546, 62956, 161594, 164226, 188301, 71999, 1527, 1726, 3827, 4121]"
400.0,"[519, 2985, 6016, 198, 8361, 27618, 48774, 58025, 91500, 117529]"
401.0,"[26340, 51939, 108932, 1, 2294, 3114, 3754, 4016, 45074, 47124]"
402.0,"[4956, 20, 1432, 5027, 5628, 7007, 59947, 70728, 459, 55116]"
403.0,"[20, 145, 1432, 5027, 5628, 7007, 6016, 78, 293, 349]"
404.0,"[4956, 496, 5666, 2802, 3584, 4438, 8093, 4800, 1094, 1674]"
405.0,"[198, 519, 2058, 2985, 5388, 7445, 8860, 74510, 90738, 120637]"
406.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
407.0,"[2429, 41569, 161594, 71999, 38294, 55259, 76175, 86332, 123553, 156607]"
408.0,"[117646, 164226, 6503, 8968, 26184, 55116, 80219, 1429, 2835, 4270]"
409.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
410.0,"[4, 11, 52, 94, 195, 224, 232, 281, 359, 361]"
411.0,"[4956, 496, 5666, 59947, 70728, 55116, 45, 319, 5416, 6193]"
412.0,"[1912, 3893, 144606, 496, 5666, 6954, 7831, 116799, 4, 11]"
413.0,"[20, 145, 1432, 5027, 5628, 7007, 78, 293, 349, 996]"
414.0,"[4956, 55116, 20, 1432, 5628, 7007, 59947, 70728, 4719, 1912]"
415.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 459, 4719, 1912]"
416.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
417.0,"[111, 149, 259, 456, 482, 507, 707, 1344, 1351, 1598]"
418.0,"[1912, 3893, 144606, 31921, 4956, 970, 608, 1034, 3266, 4242]"
419.0,"[20, 145, 1432, 5027, 5628, 7007, 7235, 78, 293, 349]"
420.0,"[42015, 4956, 26236, 117646, 4818, 45672, 72142, 2890, 82765, 55116]"
421.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
422.0,"[20, 145, 1432, 5027, 5628, 7007, 296, 608, 1034, 3266]"
423.0,"[20, 145, 519, 1432, 2985, 5027, 5628, 7007, 36529, 78]"
424.0,"[1799, 27674, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813]"
425.0,"[4956, 55116, 117646, 20, 1432, 5027, 5628, 7007, 59947, 70728]"
426.0,"[108540, 1907, 45672, 138702, 61071, 109383, 42015, 134853, 4, 11]"
427.0,"[20, 145, 1432, 5027, 5628, 7007, 4956, 59947, 70728, 4719]"
428.0,"[4956, 55116, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 117646]"
429.0,"[4956, 496, 5666, 1912, 3893, 144606, 72142, 4, 11, 52]"
430.0,"[6902, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 55116, 8972]"
431.0,"[31367, 5553, 380, 911, 1912, 3893, 6564, 144606, 6228, 7826]"
432.0,"[459, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 519, 2985]"
433.0,"[78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881, 2959]"
434.0,"[5657, 6990, 55116, 20, 145, 1432, 5027, 5628, 7007, 459]"
435.0,"[20, 145, 1432, 5027, 5628, 7007, 78, 293, 349, 996]"
436.0,"[2846, 3674, 4683, 5076, 6557, 1014, 1812, 2392, 5103, 6753]"
437.0,"[26, 40, 43, 55, 57, 62, 121, 147, 148, 154]"
438.0,"[4956, 55116, 117646, 42015, 59947, 70728, 20, 145, 1432, 5027]"
439.0,"[38294, 55259, 76175, 86332, 123553, 156607, 1262, 3406, 3654, 4103]"
440.0,"[292, 3032, 5046, 5944, 6264, 56921, 58297, 72378, 88744, 8361]"
441.0,"[164226, 188301, 27032, 117646, 485, 1527, 3740, 3827, 3997, 4121]"
442.0,"[3, 7, 39, 64, 68, 118, 122, 129, 180, 186]"
443.0,"[5657, 6990, 117646, 20, 145, 1432, 5027, 5628, 6016, 7007]"
444.0,"[20, 145, 1432, 5027, 5628, 7007, 78, 293, 349, 996]"
445.0,"[117646, 20, 145, 1432, 5027, 5628, 7007, 55116, 4956, 6016]"
446.0,"[4956, 55116, 20, 145, 1432, 5027, 5628, 7007, 4719, 59947]"
447.0,"[4956, 59947, 70728, 55116, 20, 145, 1432, 5027, 5628, 7007]"
448.0,"[55116, 4956, 4818, 117646, 59947, 70728, 5657, 6990, 20, 145]"
449.0,"[296, 608, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813]"
450.0,"[55116, 4956, 59947, 70728, 20, 145, 1432, 5027, 5628, 7007]"
451.0,"[4956, 55116, 117646, 20, 145, 1432, 5027, 5628, 7007, 59947]"
452.0,"[27032, 164226, 8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031]"
453.0,"[4956, 20, 1432, 5027, 5628, 7007, 4719, 55116, 59947, 70728]"
454.0,"[22, 628, 1406, 1422, 1620, 1805, 1834, 2023, 2467, 2688]"
455.0,"[4956, 55116, 496, 5666, 59947, 70728, 45, 319, 5416, 6193]"
456.0,"[4956, 459, 42015, 55116, 4800, 31367, 117646, 4719, 380, 6564]"
457.0,"[1527, 3827, 4121, 5523, 8633, 59615, 69278, 92681, 122904, 191005]"
458.0,"[4956, 4800, 55116, 117646, 459, 42015, 798, 2344, 2403, 2524]"
459.0,"[161594, 3745, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 1726]"
460.0,"[117646, 55116, 71999, 4956, 8361, 27618, 58025, 91500, 117529, 187031]"
461.0,"[6023, 27716, 33903, 72919, 129354, 970, 1912, 3893, 144606, 4]"
462.0,"[296, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813, 20]"
463.0,"[26236, 2890, 42015, 82765, 4818, 4956, 72142, 27692, 5657, 6990]"
464.0,"[459, 519, 2985, 6016, 8361, 27618, 48774, 58025, 91500, 117529]"
465.0,"[78, 293, 996, 1218, 1589, 2540, 2881, 2959, 3265, 3275]"
466.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 71999, 55116, 117646]"
467.0,"[73, 214, 336, 632, 760, 979, 1090, 1161, 1178, 1217]"
468.0,"[4956, 117646, 71999, 2429, 27036, 41569, 42015, 55116, 4800, 459]"
469.0,"[4956, 55116, 117646, 59947, 70728, 42015, 4818, 20, 145, 1432]"
470.0,"[4956, 55116, 117646, 459, 4800, 4719, 20, 145, 1432, 5027]"
471.0,"[4956, 55116, 59947, 70728, 26236, 117646, 20, 145, 1432, 2890]"
472.0,"[20, 145, 1432, 5027, 5628, 5657, 6990, 7007, 296, 608]"
473.0,"[587, 496, 4409, 5666, 45, 319, 5416, 6193, 41716, 91128]"
474.0,"[4, 11, 52, 58, 94, 224, 232, 281, 351, 359]"
475.0,"[208, 260, 316, 442, 1196, 1210, 1375, 1831, 2094, 2105]"
476.0,"[4956, 496, 5666, 1912, 3893, 144606, 4719, 42015, 72142, 61071]"
477.0,"[117646, 164226, 148775, 55116, 6902, 27032, 546, 62956, 188301, 4956]"
478.0,"[134853, 1848, 2846, 3674, 4683, 5076, 6557, 27706, 30793, 31698]"
479.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
480.0,"[4956, 42015, 55116, 117646, 72142, 59947, 70728, 4818, 20, 145]"
481.0,"[1264, 1783, 2803, 6885, 6953, 7044, 26761, 71033, 427, 903]"
482.0,"[4956, 55116, 117646, 380, 6564, 42015, 27032, 71999, 31367, 164226]"
483.0,"[4956, 42015, 117646, 55116, 4818, 5657, 6990, 4719, 72142, 26236]"
484.0,"[1912, 3893, 144606, 4, 11, 52, 58, 94, 195, 224]"
485.0,"[55116, 4956, 49530, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
486.0,"[170, 5880, 6709, 7802, 37853, 53972, 64030, 85796, 2625, 6503]"
487.0,"[4956, 71999, 117646, 42015, 55116, 6902, 8361, 27618, 48774, 58025]"
488.0,"[45672, 108540, 61071, 134853, 1907, 1409, 2065, 2797, 3108, 3358]"
489.0,"[4956, 42015, 55116, 117646, 4719, 72142, 26236, 496, 5666, 61071]"
490.0,"[4956, 496, 5666, 1912, 3893, 144606, 4719, 4, 11, 52]"
491.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
492.0,"[55116, 4956, 2835, 4270, 27032, 117646, 59947, 70728, 6503, 8968]"
493.0,"[78, 293, 996, 1573, 1589, 2540, 2881, 2959, 3256, 3265]"
494.0,"[1726, 4643, 6645, 72308, 171765, 173145, 86, 1287, 1801, 2013]"
495.0,"[55116, 4956, 20, 145, 1432, 5027, 5628, 7007, 59947, 70728]"
496.0,"[27036, 42015, 4756, 25946, 27708, 43917, 45672, 1907, 108540, 2297]"
497.0,"[459, 4956, 42015, 4800, 5657, 6990, 55116, 6016, 71999, 4719]"
498.0,"[55116, 4956, 1429, 2835, 4270, 117646, 6503, 6564, 8968, 26184]"
499.0,"[51709, 51545, 2455, 5764, 6250, 56003, 164367, 45, 92, 319]"
500.0,"[108540, 1907, 42015, 5, 18, 19, 65, 69, 88, 102]"
501.0,"[20, 145, 1432, 5027, 5628, 7007, 5657, 6990, 31921, 6016]"
502.0,"[51545, 51709, 7235, 56003, 59947, 70728, 20, 145, 1432, 5027]"
503.0,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 496]"
504.0,"[6023, 27716, 33903, 72919, 129354, 4, 11, 52, 58, 94]"
505.0,"[51545, 7235, 70, 2164, 46965, 48678, 60522, 2617, 72165, 3264]"
506.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
507.0,"[4956, 8481, 4800, 7215, 459, 1094, 1674, 3257, 4699, 6927]"
508.0,"[674, 1376, 2011, 2450, 3070, 3175, 4571, 5497, 5596, 26444]"
509.0,"[134853, 108540, 45672, 148775, 1907, 42015, 117646, 4306, 84637, 92348]"
510.0,"[970, 1912, 3893, 144606, 6023, 27716, 33903, 72919, 129354, 166]"
511.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 292, 1726, 3032]"
512.0,"[4956, 55116, 117646, 71999, 42015, 4818, 459, 8361, 27618, 48774]"
513.0,"[4956, 117646, 42015, 55116, 26236, 71999, 4800, 459, 4719, 4818]"
514.0,"[55116, 4956, 117646, 59947, 70728, 20, 145, 1432, 5027, 5628]"
515.0,"[49530, 519, 2985, 6016, 8361, 27618, 48774, 58025, 91500, 117529]"
516.0,"[166, 478, 778, 1271, 1910, 2289, 2587, 2973, 3130, 4410]"
517.0,"[1907, 108540, 134853, 45672, 2846, 3674, 4683, 5076, 6557, 148775]"
518.0,"[1907, 5657, 6990, 2846, 3674, 4683, 5076, 6557, 4818, 108540]"
519.0,"[6023, 27716, 33903, 72919, 129354, 4, 11, 52, 58, 94]"
520.0,"[27032, 164226, 3827, 4121, 5523, 8633, 59615, 69278, 92681, 122904]"
521.0,"[1912, 3893, 144606, 20, 145, 1432, 5027, 5628, 7007, 4956]"
522.0,"[55116, 20, 145, 1432, 5027, 5628, 7007, 5657, 6990, 1396]"
523.0,"[134853, 3000, 5069, 139130, 161594, 2138, 2800, 26662, 7099, 108540]"
524.0,"[55116, 4956, 117646, 8361, 27618, 48774, 58025, 91500, 117529, 187031]"
525.0,"[42015, 4956, 108540, 45672, 117646, 61071, 4818, 55116, 26236, 148775]"
526.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
527.0,"[117646, 148775, 71999, 4956, 55116, 546, 164226, 6902, 4818, 8361]"
528.0,"[78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881, 2959]"
529.0,"[164226, 71999, 380, 6564, 27032, 480, 780, 849, 1127, 1129]"
530.0,"[496, 5666, 59947, 70728, 4956, 1912, 3893, 144606, 45, 319]"
531.0,"[1726, 4643, 6645, 72308, 171765, 173145, 704, 761, 809, 1049]"
532.0,"[49530, 6016, 78, 293, 349, 996, 1218, 1573, 1589, 2540]"
533.0,"[6395, 54771, 74685, 51709, 5764, 6250, 164367, 7235, 51545, 7022]"
534.0,"[164226, 188301, 27032, 546, 1527, 3827, 4121, 5523, 8633, 92681]"
535.0,"[5, 18, 19, 65, 69, 88, 102, 104, 119, 125]"
536.0,"[61, 79, 100, 217, 229, 230, 280, 291, 436, 454]"
537.0,"[20, 145, 1432, 5027, 5628, 7007, 117646, 7235, 6016, 27328]"
538.0,"[1907, 56152, 45672, 46062, 8360, 106696, 108540, 1064, 4306, 81847]"
539.0,"[26340, 51939, 108932, 134853, 69644, 84637, 92348, 108540, 1, 2294]"
540.0,"[117646, 20, 1432, 5027, 5628, 7007, 55116, 5657, 6503, 6990]"
541.0,"[4956, 55116, 59947, 70728, 4719, 20, 145, 1432, 5027, 5628]"
542.0,"[4956, 117646, 55116, 4719, 6902, 27549, 20, 145, 1432, 5027]"
543.0,"[31367, 4719, 4956, 1912, 3893, 6564, 144606, 587, 5553, 2468]"
544.0,"[8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 4956, 798]"
545.0,"[60684, 67197, 85414, 292, 3032, 4434, 5046, 5944, 6264, 56921]"
546.0,"[51545, 46965, 48678, 7235, 27683, 6395, 51709, 54771, 74685, 1037]"
547.0,"[496, 5666, 1094, 1674, 3257, 4699, 6927, 6973, 7032, 8836]"
548.0,"[1726, 4643, 4818, 6645, 72308, 171765, 173145, 86, 1287, 1801]"
549.0,"[31221, 138632, 42, 384, 390, 493, 694, 875, 2194, 2281]"
550.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 1726, 4643, 6645]"
551.0,"[8361, 27618, 58025, 117529, 187031, 6016, 798, 2344, 2403, 2524]"
552.0,"[4956, 42015, 55116, 496, 5666, 61071, 72, 75, 82, 96]"
553.0,"[296, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813, 20]"
554.0,"[5927, 5941, 6245, 6696, 6776, 8738, 61123, 70334, 128832, 46062]"
555.0,"[4956, 55116, 59947, 70728, 42015, 117646, 4818, 20, 1432, 5027]"
556.0,"[44, 393, 653, 1275, 1587, 1681, 2115, 2193, 2373, 2826]"
557.0,"[4818, 2890, 82765, 5657, 6990, 55116, 86, 1287, 1801, 2013]"
558.0,"[4956, 496, 5666, 1912, 3893, 144606, 61071, 45, 319, 5416]"
559.0,"[4956, 55116, 42015, 117646, 4818, 5657, 6990, 380, 6564, 31367]"
560.0,"[4956, 55116, 117646, 59947, 70728, 20, 145, 1432, 5027, 5628]"
561.0,"[55116, 117646, 4956, 27032, 27618, 48774, 58025, 117529, 187031, 20]"
562.0,"[7235, 4956, 51545, 20, 145, 1432, 1912, 3893, 5027, 5628]"
563.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
564.0,"[5, 18, 19, 65, 69, 88, 102, 119, 125, 135]"
565.0,"[1912, 3893, 144606, 4956, 496, 5666, 4719, 20, 145, 1432]"
566.0,"[4956, 4719, 1912, 3893, 42015, 144606, 496, 5666, 55116, 72142]"
567.0,"[161594, 8361, 27618, 48774, 58025, 91500, 187031, 117646, 71999, 55116]"
568.0,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 608]"
569.0,"[4956, 31367, 6564, 1429, 2835, 4270, 6503, 8968, 26184, 27032]"
570.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 55116, 4956, 71999]"
571.0,"[311, 407, 742, 879, 891, 1332, 1333, 1336, 1342, 1347]"
572.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
573.0,"[27618, 55116, 58025, 91500, 117529, 187031, 27032, 117646, 164226, 6016]"
574.0,"[4800, 459, 4956, 798, 2344, 2403, 2524, 2802, 3584, 4142]"
575.0,"[496, 5666, 4, 11, 45, 52, 58, 94, 195, 224]"
576.0,"[27032, 1429, 2835, 4270, 4434, 140711, 164226, 6550, 6812, 8241]"
577.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 55116, 1726, 4643]"
578.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
579.0,"[4956, 55116, 1907, 117646, 4719, 108540, 42015, 4818, 59947, 70728]"
580.0,"[27618, 48774, 58025, 91500, 117529, 187031, 519, 292, 5046, 5944]"
581.0,"[71999, 147372, 2297, 3699, 91104, 98203, 166635, 179511, 148775, 161594]"
582.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 480, 780, 849]"
583.0,"[3, 7, 64, 68, 118, 122, 129, 180, 186, 237]"
584.0,"[4956, 55116, 117646, 71999, 4800, 8361, 27618, 48774, 58025, 91500]"
585.0,"[111, 149, 259, 456, 482, 507, 707, 1344, 1351, 1598]"
586.0,"[164226, 546, 40339, 85261, 157865, 62956, 27032, 128944, 130518, 188301]"
587.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
588.0,"[78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881, 2959]"
589.0,"[1912, 3893, 144606, 608, 1034, 3266, 4242, 6003, 6705, 57669]"
590.0,"[4956, 55116, 117646, 5657, 6990, 20, 145, 1432, 5027, 5628]"
591.0,"[42015, 4956, 4818, 61071, 72142, 26236, 55116, 4, 11, 52]"
592.0,"[4956, 55116, 31367, 117646, 6564, 6503, 8968, 26184, 80219, 4719]"
593.0,"[42015, 970, 61071, 4956, 26236, 45672, 5657, 6990, 4818, 72142]"
594.0,"[4956, 42015, 72142, 6564, 26236, 55116, 552, 2405, 2406, 7720]"
595.0,"[31921, 6902, 1799, 27549, 27674, 296, 608, 1034, 3266, 4242]"
596.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 71999, 117646, 164226]"
597.0,"[4956, 59947, 70728, 20, 1432, 5027, 5628, 7007, 72142, 55116]"
598.0,"[459, 71999, 27036, 4800, 4956, 31367, 736, 2297, 3633, 4756]"
599.0,"[4956, 20, 145, 5628, 7007, 55116, 117646, 5657, 6990, 42015]"
600.0,"[587, 45672, 1409, 3108, 3358, 4157, 4392, 6373, 7067, 8254]"
601.0,"[117646, 55116, 4956, 68959, 5069, 139130, 459, 2429, 5657, 6990]"
602.0,"[20, 145, 1432, 5027, 5628, 7007, 4956, 459, 6016, 55116]"
603.0,"[3893, 144606, 496, 5666, 4, 11, 58, 94, 195, 224]"
604.0,"[7235, 4210, 51545, 20, 145, 1432, 5027, 5628, 7007, 117646]"
605.0,"[2005, 3440, 79139, 258, 45672, 27706, 31698, 36289, 42761, 44399]"
606.0,"[4, 52, 94, 195, 224, 232, 281, 351, 359, 361]"
607.0,"[4956, 7235, 55116, 51545, 117646, 20, 145, 1432, 5027, 5628]"
608.0,"[55116, 20, 145, 5027, 5628, 7007, 4956, 7235, 117646, 59947]"
609.0,"[6016, 55116, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700]"
610.0,"[7235, 51545, 20, 145, 1432, 5027, 5628, 7007, 55116, 59947]"
